id,name,image_url,description,rarity
TKPR-001,DOBとカイカイとキキのお花見缶,https://mfctc.kaikaikiki.comassets/images/card/TKPR-001.jpg,,PR
TKPR-002,DOBのお花見クッキー缶,https://mfctc.kaikaikiki.comassets/images/card/TKPR-002.jpg,,PR
TKPR-003,京都の舞妓さんクッキー缶,https://mfctc.kaikaikiki.comassets/images/card/TKPR-003.jpg,,PR
TKPR-004,カイカイとキキの朝顔クッキー缶,https://mfctc.kaikaikiki.comassets/images/card/TKPR-004.jpg,,PR
TKPR-005,お花の親子のひまわりクッキー缶,https://mfctc.kaikaikiki.comassets/images/card/TKPR-005.jpg,,PR
TKPR-006,お花のハロウィンクッキー缶,https://mfctc.kaikaikiki.comassets/images/card/TKPR-006.jpg,,PR
TKPR-007,カイカイとキキのクリスマスクッキー缶,https://mfctc.kaikaikiki.comassets/images/card/TKPR-007.jpg,,PR
TKPR-008,ゆめらいおんのクッキー缶,https://mfctc.kaikaikiki.comassets/images/card/TKPR-008.jpg,,PR
TKPR-009,お花のチョコレート,https://mfctc.kaikaikiki.comassets/images/card/TKPR-009.jpg,,PR
TKPR-010,冬のお花バターサンド,https://mfctc.kaikaikiki.comassets/images/card/TKPR-010.jpg,,PR
