URL,Image URL,Name,Number,Set,Price
https://limitlesstcg.com/cards/N2/1,https://images.pokemontcg.io/neo2/1_hires.png,Espeon,#1 · Holo Rare,Neo Discovery (N2),70.77
https://limitlesstcg.com/cards/N2/2,https://images.pokemontcg.io/neo2/2_hires.png,Forretress,#2 · Holo Rare,Neo Discovery (N2),5.36
https://limitlesstcg.com/cards/N2/3,https://images.pokemontcg.io/neo2/3_hires.png,Hitmontop,#3 · Holo Rare,Neo Discovery (N2),4.33
https://limitlesstcg.com/cards/N2/4,https://images.pokemontcg.io/neo2/4_hires.png,Houndoom,#4 · Holo Rare,Neo Discovery (N2),18.83
https://limitlesstcg.com/cards/N2/5,https://images.pokemontcg.io/neo2/5_hires.png,Houndour,#5 · Holo Rare,Neo Discovery (N2),26.21
https://limitlesstcg.com/cards/N2/6,https://images.pokemontcg.io/neo2/6_hires.png,Kabutops,#6 · Holo Rare,Neo Discovery (N2),2.63
https://limitlesstcg.com/cards/N2/7,https://images.pokemontcg.io/neo2/7_hires.png,Magnemite,#7 · Holo Rare,Neo Discovery (N2),13.00
https://limitlesstcg.com/cards/N2/8,https://images.pokemontcg.io/neo2/8_hires.png,Politoed,#8 · Holo Rare,Neo Discovery (N2),25.20
https://limitlesstcg.com/cards/N2/9,https://images.pokemontcg.io/neo2/9_hires.png,Poliwrath,#9 · Holo Rare,Neo Discovery (N2),24.04
https://limitlesstcg.com/cards/N2/10,https://images.pokemontcg.io/neo2/10_hires.png,Scizor,#10 · Holo Rare,Neo Discovery (N2),16.87
https://limitlesstcg.com/cards/N2/11,https://images.pokemontcg.io/neo2/11_hires.png,Smeargle,#11 · Holo Rare,Neo Discovery (N2),15.44
https://limitlesstcg.com/cards/N2/12,https://images.pokemontcg.io/neo2/12_hires.png,Tyranitar,#12 · Holo Rare,Neo Discovery (N2),78.20
https://limitlesstcg.com/cards/N2/13,https://images.pokemontcg.io/neo2/13_hires.png,Umbreon,#13 · Holo Rare,Neo Discovery (N2),251.92
https://limitlesstcg.com/cards/N2/14,https://images.pokemontcg.io/neo2/14_hires.png,Unown [A],#14 · Holo Rare,Neo Discovery (N2),11.72
https://limitlesstcg.com/cards/N2/15,https://images.pokemontcg.io/neo2/15_hires.png,Ursaring,#15 · Holo Rare,Neo Discovery (N2),11.64
https://limitlesstcg.com/cards/N2/16,https://images.pokemontcg.io/neo2/16_hires.png,Wobbuffet,#16 · Holo Rare,Neo Discovery (N2),14.63
