URL,Image URL,Name,Number,Set,Price
https://limitlesstcg.com/cards/TR/1,https://images.pokemontcg.io/base5/1_hires.png,Dark Alakazam,#1 · Holo Rare,Team Rocket (TR),63.25
https://limitlesstcg.com/cards/TR/2,https://images.pokemontcg.io/base5/2_hires.png,Dark Arbok,#2 · Holo Rare,Team Rocket (TR),7.23
https://limitlesstcg.com/cards/TR/3,https://images.pokemontcg.io/base5/3_hires.png,Dark Blastoise,#3 · Holo Rare,Team Rocket (TR),113.12
https://limitlesstcg.com/cards/TR/4,https://images.pokemontcg.io/base5/4_hires.png,Dark Charizard,#4 · Holo Rare,Team Rocket (TR),175.25
https://limitlesstcg.com/cards/TR/5,https://images.pokemontcg.io/base5/5_hires.png,Dark Dragonite,#5 · Holo Rare,Team Rocket (TR),85.44
https://limitlesstcg.com/cards/TR/6,https://images.pokemontcg.io/base5/6_hires.png,Dark Dugtrio,#6 · Holo Rare,Team Rocket (TR),23.42
https://limitlesstcg.com/cards/TR/7,https://images.pokemontcg.io/base5/7_hires.png,Dark Golbat,#7 · Holo Rare,Team Rocket (TR),20.33
https://limitlesstcg.com/cards/TR/8,https://images.pokemontcg.io/base5/8_hires.png,Dark Gyarados,#8 · Holo Rare,Team Rocket (TR),46.86
https://limitlesstcg.com/cards/TR/9,https://images.pokemontcg.io/base5/9_hires.png,Dark Hypno,#9 · Holo Rare,Team Rocket (TR),21.54
https://limitlesstcg.com/cards/TR/10,https://images.pokemontcg.io/base5/10_hires.png,Dark Machamp,#10 · Holo Rare,Team Rocket (TR),37.13
https://limitlesstcg.com/cards/TR/11,https://images.pokemontcg.io/base5/11_hires.png,Dark Magneton,#11 · Holo Rare,Team Rocket (TR),21.87
https://limitlesstcg.com/cards/TR/12,https://images.pokemontcg.io/base5/12_hires.png,Dark Slowbro,#12 · Holo Rare,Team Rocket (TR),30.68
https://limitlesstcg.com/cards/TR/13,https://images.pokemontcg.io/base5/13_hires.png,Dark Vileplume,#13 · Holo Rare,Team Rocket (TR),20.79
https://limitlesstcg.com/cards/TR/14,https://images.pokemontcg.io/base5/14_hires.png,Dark Weezing,#14 · Holo Rare,Team Rocket (TR),7.62
https://limitlesstcg.com/cards/TR/15,https://images.pokemontcg.io/base5/15_hires.png,Here Comes Team Rocket!,#15 · Holo Rare,Team Rocket (TR),22.02
https://limitlesstcg.com/cards/TR/16,https://images.pokemontcg.io/base5/16_hires.png,Rocket's Sneak Attack,#16 · Holo Rare,Team Rocket (TR),23.08
https://limitlesstcg.com/cards/TR/17,https://images.pokemontcg.io/base5/17_hires.png,Rainbow Energy,#17 · Holo Rare,Team Rocket (TR),20.05
https://limitlesstcg.com/cards/TR/18,https://images.pokemontcg.io/base5/18_hires.png,Dark Alakazam,#18 · Rare,Team Rocket (TR),12.83
https://limitlesstcg.com/cards/TR/19,https://images.pokemontcg.io/base5/19_hires.png,Dark Arbok,#19 · Rare,Team Rocket (TR),9.32
https://limitlesstcg.com/cards/TR/20,https://images.pokemontcg.io/base5/20_hires.png,Dark Blastoise,#20 · Rare,Team Rocket (TR),19.44
https://limitlesstcg.com/cards/TR/21,https://images.pokemontcg.io/base5/21_hires.png,Dark Charizard,#21 · Rare,Team Rocket (TR),38.57
https://limitlesstcg.com/cards/TR/22,https://images.pokemontcg.io/base5/22_hires.png,Dark Dragonite,#22 · Rare,Team Rocket (TR),20.34
https://limitlesstcg.com/cards/TR/23,https://images.pokemontcg.io/base5/23_hires.png,Dark Dugtrio,#23 · Rare,Team Rocket (TR),7.01
https://limitlesstcg.com/cards/TR/24,https://images.pokemontcg.io/base5/24_hires.png,Dark Golbat,#24 · Rare,Team Rocket (TR),4.34
https://limitlesstcg.com/cards/TR/25,https://images.pokemontcg.io/base5/25_hires.png,Dark Gyarados,#25 · Rare,Team Rocket (TR),12.26
https://limitlesstcg.com/cards/TR/26,https://images.pokemontcg.io/base5/26_hires.png,Dark Hypno,#26 · Rare,Team Rocket (TR),6.96
https://limitlesstcg.com/cards/TR/27,https://images.pokemontcg.io/base5/27_hires.png,Dark Machamp,#27 · Rare,Team Rocket (TR),10.20
https://limitlesstcg.com/cards/TR/28,https://images.pokemontcg.io/base5/28_hires.png,Dark Magneton,#28 · Rare,Team Rocket (TR),8.56
https://limitlesstcg.com/cards/TR/29,https://images.pokemontcg.io/base5/29_hires.png,Dark Slowbro,#29 · Rare,Team Rocket (TR),8.35
https://limitlesstcg.com/cards/TR/30,https://images.pokemontcg.io/base5/30_hires.png,Dark Vileplume,#30 · Rare,Team Rocket (TR),8.69
https://limitlesstcg.com/cards/TR/31,https://images.pokemontcg.io/base5/31_hires.png,Dark Weezing,#31 · Rare,Team Rocket (TR),6.98
https://limitlesstcg.com/cards/TR/32,https://images.pokemontcg.io/base5/32_hires.png,Dark Charmeleon,#32 · Uncommon,Team Rocket (TR),3.90
https://limitlesstcg.com/cards/TR/33,https://images.pokemontcg.io/base5/33_hires.png,Dark Dragonair,#33 · Uncommon,Team Rocket (TR),5.92
https://limitlesstcg.com/cards/TR/34,https://images.pokemontcg.io/base5/34_hires.png,Dark Electrode,#34 · Uncommon,Team Rocket (TR),2.46
https://limitlesstcg.com/cards/TR/35,https://images.pokemontcg.io/base5/35_hires.png,Dark Flareon,#35 · Uncommon,Team Rocket (TR),5.12
https://limitlesstcg.com/cards/TR/36,https://images.pokemontcg.io/base5/36_hires.png,Dark Gloom,#36 · Uncommon,Team Rocket (TR),0.02
https://limitlesstcg.com/cards/TR/37,https://images.pokemontcg.io/base5/37_hires.png,Dark Golduck,#37 · Uncommon,Team Rocket (TR),4.35
https://limitlesstcg.com/cards/TR/38,https://images.pokemontcg.io/base5/38_hires.png,Dark Jolteon,#38 · Uncommon,Team Rocket (TR),5.14
https://limitlesstcg.com/cards/TR/39,https://images.pokemontcg.io/base5/39_hires.png,Dark Kadabra,#39 · Uncommon,Team Rocket (TR),2.15
https://limitlesstcg.com/cards/TR/40,https://images.pokemontcg.io/base5/40_hires.png,Dark Machoke,#40 · Uncommon,Team Rocket (TR),2.21
https://limitlesstcg.com/cards/TR/41,https://images.pokemontcg.io/base5/41_hires.png,Dark Muk,#41 · Uncommon,Team Rocket (TR),2.21
https://limitlesstcg.com/cards/TR/42,https://images.pokemontcg.io/base5/42_hires.png,Dark Persian,#42 · Uncommon,Team Rocket (TR),2.11
https://limitlesstcg.com/cards/TR/43,https://images.pokemontcg.io/base5/43_hires.png,Dark Primeape,#43 · Uncommon,Team Rocket (TR),4.14
https://limitlesstcg.com/cards/TR/44,https://images.pokemontcg.io/base5/44_hires.png,Dark Rapidash,#44 · Uncommon,Team Rocket (TR),2.68
https://limitlesstcg.com/cards/TR/45,https://images.pokemontcg.io/base5/45_hires.png,Dark Vaporeon,#45 · Uncommon,Team Rocket (TR),6.62
https://limitlesstcg.com/cards/TR/46,https://images.pokemontcg.io/base5/46_hires.png,Dark Wartortle,#46 · Uncommon,Team Rocket (TR),5.00
https://limitlesstcg.com/cards/TR/47,https://images.pokemontcg.io/base5/47_hires.png,Magikarp,#47 · Uncommon,Team Rocket (TR),2.77
https://limitlesstcg.com/cards/TR/48,https://images.pokemontcg.io/base5/48_hires.png,Porygon,#48 · Uncommon,Team Rocket (TR),1.59
https://limitlesstcg.com/cards/TR/49,https://images.pokemontcg.io/base5/49_hires.png,Abra,#49 · Common,Team Rocket (TR),0.84
https://limitlesstcg.com/cards/TR/50,https://images.pokemontcg.io/base5/50_hires.png,Charmander,#50 · Common,Team Rocket (TR),2.08
https://limitlesstcg.com/cards/TR/51,https://images.pokemontcg.io/base5/51_hires.png,Dark Raticate,#51 · Common,Team Rocket (TR),1.52
https://limitlesstcg.com/cards/TR/52,https://images.pokemontcg.io/base5/52_hires.png,Diglett,#52 · Common,Team Rocket (TR),0.53
https://limitlesstcg.com/cards/TR/53,https://images.pokemontcg.io/base5/53_hires.png,Dratini,#53 · Common,Team Rocket (TR),1.25
https://limitlesstcg.com/cards/TR/54,https://images.pokemontcg.io/base5/54_hires.png,Drowzee,#54 · Common,Team Rocket (TR),0.74
https://limitlesstcg.com/cards/TR/55,https://images.pokemontcg.io/base5/55_hires.png,Eevee,#55 · Common,Team Rocket (TR),1.31
https://limitlesstcg.com/cards/TR/56,https://images.pokemontcg.io/base5/56_hires.png,Ekans,#56 · Common,Team Rocket (TR),0.02
https://limitlesstcg.com/cards/TR/57,https://images.pokemontcg.io/base5/57_hires.png,Grimer,#57 · Common,Team Rocket (TR),1.34
https://limitlesstcg.com/cards/TR/58,https://images.pokemontcg.io/base5/58_hires.png,Koffing,#58 · Common,Team Rocket (TR),0.30
https://limitlesstcg.com/cards/TR/59,https://images.pokemontcg.io/base5/59_hires.png,Machop,#59 · Common,Team Rocket (TR),0.56
https://limitlesstcg.com/cards/TR/60,https://images.pokemontcg.io/base5/60_hires.png,Magnemite,#60 · Common,Team Rocket (TR),1.30
https://limitlesstcg.com/cards/TR/61,https://images.pokemontcg.io/base5/61_hires.png,Mankey,#61 · Common,Team Rocket (TR),0.60
https://limitlesstcg.com/cards/TR/62,https://images.pokemontcg.io/base5/62_hires.png,Meowth,#62 · Common,Team Rocket (TR),1.05
https://limitlesstcg.com/cards/TR/63,https://images.pokemontcg.io/base5/63_hires.png,Oddish,#63 · Common,Team Rocket (TR),0.18
https://limitlesstcg.com/cards/TR/64,https://images.pokemontcg.io/base5/64_hires.png,Ponyta,#64 · Common,Team Rocket (TR),0.72
https://limitlesstcg.com/cards/TR/65,https://images.pokemontcg.io/base5/65_hires.png,Psyduck,#65 · Common,Team Rocket (TR),1.18
https://limitlesstcg.com/cards/TR/66,https://images.pokemontcg.io/base5/66_hires.png,Rattata,#66 · Common,Team Rocket (TR),0.99
https://limitlesstcg.com/cards/TR/67,https://images.pokemontcg.io/base5/67_hires.png,Slowpoke,#67 · Common,Team Rocket (TR),0.88
https://limitlesstcg.com/cards/TR/68,https://images.pokemontcg.io/base5/68_hires.png,Squirtle,#68 · Common,Team Rocket (TR),4.60
https://limitlesstcg.com/cards/TR/69,https://images.pokemontcg.io/base5/69_hires.png,Voltorb,#69 · Common,Team Rocket (TR),1.46
https://limitlesstcg.com/cards/TR/70,https://images.pokemontcg.io/base5/70_hires.png,Zubat,#70 · Common,Team Rocket (TR),0.77
https://limitlesstcg.com/cards/TR/71,https://images.pokemontcg.io/base5/71_hires.png,Here Comes Team Rocket!,#71 · Rare,Team Rocket (TR),12.47
https://limitlesstcg.com/cards/TR/72,https://images.pokemontcg.io/base5/72_hires.png,Rocket's Sneak Attack,#72 · Rare,Team Rocket (TR),11.73
https://limitlesstcg.com/cards/TR/73,https://images.pokemontcg.io/base5/73_hires.png,The Boss's Way,#73 · Uncommon,Team Rocket (TR),1.17
https://limitlesstcg.com/cards/TR/74,https://images.pokemontcg.io/base5/74_hires.png,Challenge!,#74 · Uncommon,Team Rocket (TR),2.10
https://limitlesstcg.com/cards/TR/75,https://images.pokemontcg.io/base5/75_hires.png,Digger,#75 · Uncommon,Team Rocket (TR),1.79
https://limitlesstcg.com/cards/TR/76,https://images.pokemontcg.io/base5/76_hires.png,Imposter Oak's Revenge,#76 · Uncommon,Team Rocket (TR),2.79
https://limitlesstcg.com/cards/TR/77,https://images.pokemontcg.io/base5/77_hires.png,Nightly Garbage Run,#77 · Uncommon,Team Rocket (TR),1.82
https://limitlesstcg.com/cards/TR/78,https://images.pokemontcg.io/base5/78_hires.png,Goop Gas Attack,#78 · Common,Team Rocket (TR),0.63
https://limitlesstcg.com/cards/TR/79,https://images.pokemontcg.io/base5/79_hires.png,Sleep!,#79 · Common,Team Rocket (TR),0.57
https://limitlesstcg.com/cards/TR/80,https://images.pokemontcg.io/base5/80_hires.png,Rainbow Energy,#80 · Rare,Team Rocket (TR),9.04
https://limitlesstcg.com/cards/TR/81,https://images.pokemontcg.io/base5/81_hires.png,Full Heal Energy,#81 · Uncommon,Team Rocket (TR),0.74
