URL,Image URL,Name,Number,Set,Price
https://limitlesstcg.com/cards/WP/1,https://images.pokemontcg.io/basep/1_hires.png,Pikachu,#1,WotC Promos (WP),30.71
https://limitlesstcg.com/cards/WP/2,https://images.pokemontcg.io/basep/2_hires.png,Electabuzz,#2,WotC Promos (WP),3.06
https://limitlesstcg.com/cards/WP/3,https://images.pokemontcg.io/basep/3_hires.png,Mewtwo,#3,WotC Promos (WP),7.81
https://limitlesstcg.com/cards/WP/4,https://images.pokemontcg.io/basep/4_hires.png,Pikachu,#4,WotC Promos (WP),7.14
https://limitlesstcg.com/cards/WP/5,https://images.pokemontcg.io/basep/5_hires.png,Dragonite,#5,WotC Promos (WP),13.01
https://limitlesstcg.com/cards/WP/6,https://images.pokemontcg.io/basep/6_hires.png,Arcanine,#6,WotC Promos (WP),10.47
https://limitlesstcg.com/cards/WP/7,https://images.pokemontcg.io/basep/7_hires.png,Jigglypuff,#7,WotC Promos (WP),5.89
https://limitlesstcg.com/cards/WP/8,https://images.pokemontcg.io/basep/8_hires.png,Mew,#8,WotC Promos (WP),4.97
https://limitlesstcg.com/cards/WP/9,https://images.pokemontcg.io/basep/9_hires.png,Mew,#9,WotC Promos (WP),29.53
https://limitlesstcg.com/cards/WP/10,https://images.pokemontcg.io/basep/10_hires.png,Meowth,#10,WotC Promos (WP),5.43
https://limitlesstcg.com/cards/WP/11,https://images.pokemontcg.io/basep/11_hires.png,Eevee,#11,WotC Promos (WP),21.43
https://limitlesstcg.com/cards/WP/12,https://images.pokemontcg.io/basep/12_hires.png,Mewtwo,#12,WotC Promos (WP),96.70
https://limitlesstcg.com/cards/WP/13,https://images.pokemontcg.io/basep/13_hires.png,Venusaur,#13,WotC Promos (WP),110.10
https://limitlesstcg.com/cards/WP/14,https://images.pokemontcg.io/basep/14_hires.png,Mewtwo,#14,WotC Promos (WP),6.64
https://limitlesstcg.com/cards/WP/15,https://images.pokemontcg.io/basep/15_hires.png,Cool Porygon,#15,WotC Promos (WP),40.57
https://limitlesstcg.com/cards/WP/16,https://images.pokemontcg.io/basep/16_hires.png,Computer Error,#16,WotC Promos (WP),2.53
https://limitlesstcg.com/cards/WP/17,https://images.pokemontcg.io/basep/17_hires.png,Dark Persian,#17,WotC Promos (WP),45.66
