URL,Image URL,Name,Number,Set,Price
https://limitlesstcg.com/cards/JU/1,https://images.pokemontcg.io/base2/1_hires.png,Clefable,#1 · Holo Rare,Jungle (JU),20.87
https://limitlesstcg.com/cards/JU/2,https://images.pokemontcg.io/base2/2_hires.png,Electrode,#2 · Holo Rare,Jungle (JU),11.26
https://limitlesstcg.com/cards/JU/3,https://images.pokemontcg.io/base2/3_hires.png,Flareon,#3 · Holo Rare,Jungle (JU),50.16
https://limitlesstcg.com/cards/JU/4,https://images.pokemontcg.io/base2/4_hires.png,Jolteon,#4 · Holo Rare,Jungle (JU),68.27
https://limitlesstcg.com/cards/JU/5,https://images.pokemontcg.io/base2/5_hires.png,Kangaskhan,#5 · Holo Rare,Jungle (JU),6.92
https://limitlesstcg.com/cards/JU/6,https://images.pokemontcg.io/base2/6_hires.png,Mr. Mime,#6 · Holo Rare,Jungle (JU),13.31
https://limitlesstcg.com/cards/JU/7,https://images.pokemontcg.io/base2/7_hires.png,Nidoqueen,#7 · Holo Rare,Jungle (JU),19.39
https://limitlesstcg.com/cards/JU/8,https://images.pokemontcg.io/base2/8_hires.png,Pidgeot,#8 · Holo Rare,Jungle (JU),28.12
https://limitlesstcg.com/cards/JU/9,https://images.pokemontcg.io/base2/9_hires.png,Pinsir,#9 · Holo Rare,Jungle (JU),21.81
https://limitlesstcg.com/cards/JU/10,https://images.pokemontcg.io/base2/10_hires.png,Scyther,#10 · Holo Rare,Jungle (JU),28.62
https://limitlesstcg.com/cards/JU/11,https://images.pokemontcg.io/base2/11_hires.png,Snorlax,#11 · Holo Rare,Jungle (JU),30.20
https://limitlesstcg.com/cards/JU/12,https://images.pokemontcg.io/base2/12_hires.png,Vaporeon,#12 · Holo Rare,Jungle (JU),12.52
https://limitlesstcg.com/cards/JU/13,https://images.pokemontcg.io/base2/13_hires.png,Venomoth,#13 · Holo Rare,Jungle (JU),15.40
https://limitlesstcg.com/cards/JU/14,https://images.pokemontcg.io/base2/14_hires.png,Victreebel,#14 · Holo Rare,Jungle (JU),16.70
