URL,Image URL,Name,Number,Set,Price
https://limitlesstcg.com/cards/G1/1,https://images.pokemontcg.io/gym1/1_hires.png,Blaine's Moltres,#1 · Holo Rare,Gym Heroes (G1),57.76
https://limitlesstcg.com/cards/G1/2,https://images.pokemontcg.io/gym1/2_hires.png,Brock's Rhydon,#2 · Holo Rare,Gym Heroes (G1),24.24
https://limitlesstcg.com/cards/G1/3,https://images.pokemontcg.io/gym1/3_hires.png,Erika's Clefable,#3 · Holo Rare,Gym Heroes (G1),26.24
https://limitlesstcg.com/cards/G1/4,https://images.pokemontcg.io/gym1/4_hires.png,Erika's Dragonair,#4 · Holo Rare,Gym Heroes (G1),51.98
https://limitlesstcg.com/cards/G1/5,https://images.pokemontcg.io/gym1/5_hires.png,Erika's Vileplume,#5 · Holo Rare,Gym Heroes (G1),16.21
https://limitlesstcg.com/cards/G1/6,https://images.pokemontcg.io/gym1/6_hires.png,Lt. Surge's Electabuzz,#6 · Holo Rare,Gym Heroes (G1),41.48
https://limitlesstcg.com/cards/G1/7,https://images.pokemontcg.io/gym1/7_hires.png,Lt. Surge's Fearow,#7 · Holo Rare,Gym Heroes (G1),18.02
https://limitlesstcg.com/cards/G1/8,https://images.pokemontcg.io/gym1/8_hires.png,Lt. Surge's Magneton,#8 · Holo Rare,Gym Heroes (G1),16.10
https://limitlesstcg.com/cards/G1/9,https://images.pokemontcg.io/gym1/9_hires.png,Misty's Seadra,#9 · Holo Rare,Gym Heroes (G1),23.26
https://limitlesstcg.com/cards/G1/10,https://images.pokemontcg.io/gym1/10_hires.png,Misty's Tentacruel,#10 · Holo Rare,Gym Heroes (G1),14.17
https://limitlesstcg.com/cards/G1/11,https://images.pokemontcg.io/gym1/11_hires.png,Rocket's Hitmonchan,#11 · Holo Rare,Gym Heroes (G1),32.49
https://limitlesstcg.com/cards/G1/12,https://images.pokemontcg.io/gym1/12_hires.png,Rocket's Moltres,#12 · Holo Rare,Gym Heroes (G1),53.58
https://limitlesstcg.com/cards/G1/13,https://images.pokemontcg.io/gym1/13_hires.png,Rocket's Scyther,#13 · Holo Rare,Gym Heroes (G1),69.33
https://limitlesstcg.com/cards/G1/14,https://images.pokemontcg.io/gym1/14_hires.png,Sabrina's Gengar,#14 · Holo Rare,Gym Heroes (G1),150.70
https://limitlesstcg.com/cards/G1/15,https://images.pokemontcg.io/gym1/15_hires.png,Brock,#15 · Holo Rare,Gym Heroes (G1),22.13
https://limitlesstcg.com/cards/G1/16,https://images.pokemontcg.io/gym1/16_hires.png,Erika,#16 · Holo Rare,Gym Heroes (G1),20.46
https://limitlesstcg.com/cards/G1/17,https://images.pokemontcg.io/gym1/17_hires.png,Lt. Surge,#17 · Holo Rare,Gym Heroes (G1),26.12
https://limitlesstcg.com/cards/G1/18,https://images.pokemontcg.io/gym1/18_hires.png,Misty,#18 · Holo Rare,Gym Heroes (G1),38.36
https://limitlesstcg.com/cards/G1/19,https://images.pokemontcg.io/gym1/19_hires.png,The Rocket's Trap,#19 · Holo Rare,Gym Heroes (G1),37.23
https://limitlesstcg.com/cards/G1/20,https://images.pokemontcg.io/gym1/20_hires.png,Brock's Golem,#20 · Rare,Gym Heroes (G1),7.98
https://limitlesstcg.com/cards/G1/21,https://images.pokemontcg.io/gym1/21_hires.png,Brock's Onix,#21 · Rare,Gym Heroes (G1),4.73
https://limitlesstcg.com/cards/G1/22,https://images.pokemontcg.io/gym1/22_hires.png,Brock's Rhyhorn,#22 · Rare,Gym Heroes (G1),8.32
https://limitlesstcg.com/cards/G1/23,https://images.pokemontcg.io/gym1/23_hires.png,Brock's Sandslash,#23 · Rare,Gym Heroes (G1),9.20
https://limitlesstcg.com/cards/G1/24,https://images.pokemontcg.io/gym1/24_hires.png,Brock's Zubat,#24 · Rare,Gym Heroes (G1),8.65
https://limitlesstcg.com/cards/G1/25,https://images.pokemontcg.io/gym1/25_hires.png,Erika's Clefairy,#25 · Rare,Gym Heroes (G1),6.80
https://limitlesstcg.com/cards/G1/26,https://images.pokemontcg.io/gym1/26_hires.png,Erika's Victreebel,#26 · Rare,Gym Heroes (G1),8.09
https://limitlesstcg.com/cards/G1/27,https://images.pokemontcg.io/gym1/27_hires.png,Lt. Surge's Electabuzz,#27 · Rare,Gym Heroes (G1),5.65
https://limitlesstcg.com/cards/G1/28,https://images.pokemontcg.io/gym1/28_hires.png,Lt. Surge's Raichu,#28 · Rare,Gym Heroes (G1),16.69
https://limitlesstcg.com/cards/G1/29,https://images.pokemontcg.io/gym1/29_hires.png,Misty's Cloyster,#29 · Rare,Gym Heroes (G1),9.99
https://limitlesstcg.com/cards/G1/30,https://images.pokemontcg.io/gym1/30_hires.png,Misty's Goldeen,#30 · Rare,Gym Heroes (G1),6.82
https://limitlesstcg.com/cards/G1/31,https://images.pokemontcg.io/gym1/31_hires.png,Misty's Poliwrath,#31 · Rare,Gym Heroes (G1),10.93
https://limitlesstcg.com/cards/G1/32,https://images.pokemontcg.io/gym1/32_hires.png,Misty's Tentacool,#32 · Rare,Gym Heroes (G1),9.43
https://limitlesstcg.com/cards/G1/33,https://images.pokemontcg.io/gym1/33_hires.png,Rocket's Snorlax,#33 · Rare,Gym Heroes (G1),17.07
